#
# Initial 2-clique: in <<>> of
#
# Tightness =    0.7
# This is using plain MI NOT common-MI
#
# idx	epsilon	size	words
58	3.8000	141	{ showed Miss leaving declared thou it's speaking built generally offered except scarcely remained beyond getting filled knowing thank that’s struck holding seeing save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly I'm makes none neither nearly thus became thinking although especially whose certainly it’s Mrs laid nor either making taking probably till followed bring rather among often within began saying kept whether having almost indeed until perhaps both therefore quite during looking since set each why gave without always every whom being under let while yet because also still give put such take though where its even our just make how after your never than like only then an who their or when what no my from there by are if so we all which but with at on for as not that to and in of }
59	3.9000	149	{ showed Miss leaving declared thou it's speaking built generally offered except scarcely consider remained beyond getting filled knowing thank that’s wrote struck holding seeing save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly I'm makes none neither nearly thus became drew thinking although especially whose certainly it’s Mrs laid nor either making taking probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until perhaps sent both therefore quite during looking since set each why gave without always every whom being under let while yet because also still give put such take though where its even our just make how after your never some than like only then an who their or when what no my from there by are if so we all they which but with at on for as not that to and in of }
60	   4.0	158	{ showed Miss leaving declared thou it's speaking built generally offered except scarcely kissed consider remained further beyond getting filled knowing thank that’s wrote struck holding seeing save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly I'm makes none sitting neither nearly thus became drew thinking although especially whose certainly it’s Mrs laid nor either near lay making taking $ probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until perhaps sent both between therefore quite during looking since set each why gave without always every whom being under let while yet because also still give put such take found though where its even our just make how after your never some than like only then an who their or when what were no my from there by are if so we all they which but with at on for as not that to and in of }
61	4.1000	177	{ showed Miss leaving declared thou it's speaking built generally offered except scarcely kissed consider sit pressed remained decided further beyond getting filled knowing believed thank that’s carry wrote struck holding seeing save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly considered I'm appeared pay send makes none sitting neither nearly hardly thus became drew thinking although especially whose certainly it’s Mrs continued laid nor either near lay making taking $ probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until perhaps keep sent both between held therefore quite during cannot looking since set each why gave called without always every whom being under let while yet because also still give put shall took such take found though where its even our just make how after your never some than like made only then has an who their or when what were no my from there by are if so we all they which but with at on for as not that to and in of }
62	   4.2	186	{ showed Miss leaving pushed declared thou it's speaking built generally explained offered except scarcely kissed consider sit pressed remained decided further beyond getting filled hath knowing believed thank that’s carry wrote struck holding seeing allowed save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially whose certainly it’s Mrs continued laid nor either near lay making taking $ probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until perhaps keep sent both between held therefore quite during cannot looking since set each why gave called without always every whom being under let while yet because also still those give put shall took such take found though where its even our just make how after your never some may like made only then has an who their or when what were no my from there by are if so we all they she which but with at on for as not his that to and in of }
63	4.3000	193	{ showed Miss leaving pushed declared thou it's speaking built generally explained offered except discovered scarcely kissed consider sit pressed remained decided further beyond getting filled hath knowing believed thank that’s carry wrote struck holding seeing allowed save Sir covered gives trying finally giving standing turning sometimes threw whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially whose certainly it’s Mrs continued laid nor either near lay making taking $ probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until perhaps keep sent both between held therefore quite during cannot looking since set each why soon gave called without always every whom being under let while yet because also Jack still those give these put shall took such take found though where its even our just make how after before your never some like made now only then has an who their or when what were no my from there by are if so we all this they she which but with at on for as not you his that to and in of }
64	   4.4	208	{ showed Miss lifted leaving pushed declared thou it's speaking built generally explained offered except takes broke add discovered scarcely kissed consider sit pressed remained decided further beyond getting filled hath knowing believed thank that’s carry wrote struck holding seeing allowed save Sir covered gives trying finally giving standing turning appears sometimes note threw whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially whose ran certainly it’s Mrs continued laid nor either written near lay making taking $ probably till followed bring rather carried among placed often within began saying kept whether having almost indeed until sat perhaps keep sent both between held therefore quite during cannot looking since set each why says soon brought does gave called without always every whom being under let while yet because also Jack many still those give put shall took such take found though where its nothing even our just make how after before your never some may like made now only then has an who their or when what will were no my from there by are if so we all they she which but with at on for as not his is that he to and in of }
65	   4.5	222	{ showed Miss lifted leaving pushed declared thou it's mentioned speaking built generally explained offered except takes broke add discovered scarcely kissed consider presented sit pressed remained decided further beyond getting filled hath knowing observed believed thank that’s carry wrote struck holding seeing allowed save Sir covered gives trying finally waiting giving standing turning appears sometimes note threw whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially feeling whose cut ran certainly become it’s Mrs continued laid nor either written near lay making taking $ probably fell Pitch till followed bring rather carried among placed John often within began saying kept whether having almost indeed stood until sat perhaps keep sent really both between held therefore quite during cannot looking since set each why says soon brought does gave called without always every whom being under let while yet through because also Jack many still those give put shall took such take found though where its nothing even our just make how after before your never some may like made very now only then has an who their or when what will were no my from there by are if so we all they she which but with at on for as not his is that he to and in of }
66	4.6000	230	{ showed Miss lifted leaving pushed declared thou it's mentioned speaking built generally explained offered except takes broke waited add discovered scarcely kissed consider presented sit pressed remained decided further beyond getting filled hath knowing observed believed thank that’s carry wrote struck holding seeing allowed save Sir covered gives trying finally waiting giving standing turning appears sometimes note threw whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially feeling whose cut ran certainly become it’s Mrs continued laid nor either written near lay making taking $ probably fell Pitch till followed bring rather carried among placed John often above within began saying kept whether less having almost indeed stood until sat perhaps keep sent really both between held therefore quite during cannot looking since set each however why says soon brought does gave called without always every whom being under let while yet through because also Jack many still those give told put shall took such take found though where its nothing even our just make too how after before your never some may like made very now only can then has an who their or when what will were no my from there by are if so we all this they she which but with at on for as not his is that he to and in of }
67	   4.7	247	{ showed Miss lifted leaving pushed declared thou it's mentioned goes speaking built generally explained offered except takes broke waited add discovered scarcely kissed consider presented sit learned understood pressed pointed remained decided further follow beyond getting filled hath knowing observed believed thank noticed that’s carry wrote struck holding seeing allowed save Sir paid covered gives trying finally waiting giving standing turning appears arrived sometimes note threw shown whatever suddenly considered I'm appeared pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially feeling whose cut ran certainly caught become it’s Mrs continued laid nor either written near lay making taking $ led probably fell show Pitch till followed bring rather carried among placed John often above within began saying kept whether added received having almost indeed stood until sat perhaps keep sent really both between held therefore quite during cannot looking since set each however why says soon brought does gave called without always every whom being under let while yet through because also Jack still those give told don’t put shall took saw such take found though where its nothing even went our just make upon too how after before your never some may than like about made now only can then has an who their or when what will were no my from there by are if so we all this they she which but with at on for as not is that to and . , in of }
68	4.8000	263	{ showed Miss lifted dropped leaving pushed declared thou it's mentioned goes speaking built generally explained offered except takes broke waited add discovered scarcely kissed consider presented sit learned understood pressed pointed remained decided further follow beyond getting filled hath knowing observed believed write thank noticed that’s carry wrote struck holding seeing allowed save Sir paid wished covered gives trying finally waiting giving standing turning appears arrived sometimes note threw shown whatever suddenly considered I'm appeared please pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially feeling whose cut ran certainly caught become it’s Mrs continued laid nor either written near lay making taking $ led probably fell show Pitch try till followed bring rather carried among placed John often above within began saying kept whether added received read ask having almost indeed stood until sat perhaps keep sent really both between held therefore quite during cannot looking since don't set each seemed however why says soon brought does gave called without always ever every whom being under let while yet find through because also Jack still those give told don’t put shall took saw such tell take found though where its nothing even went our just make upon too how after ( before your never some must may like about made should now only can then has an who their or when what will were no my from there by are if so we all this they she which but with at on be for had as not is that to and . , in of }
69	   4.9	283	{ showed Miss lifted dropped leaving pushed learn declared thou it's mentioned goes speaking built generally explained offered except takes broke waited add discovered scarcely kissed intended consider presented sit learned slowly understood pressed pointed remained decided further follow beyond getting remembered filled hath knowing observed believed write thank noticed that’s carry wrote struck holding seeing allowed save Sir paid wished covered gives trying finally waiting giving standing killed turning appears arrived sometimes note threw shown whatever suddenly considered I'm appeared please pay send makes none sitting neither spent nearly hardly thus became died drew thinking although especially feeling whose cut ran certainly caught become it’s Mrs everything continued ready laid expected nor either written near lay making taking $ led probably fell show Pitch try till followed bring rather carried among placed John often above met within began saying kept lost whether added less received read ask having almost indeed stood until sat perhaps keep leave sent really both between held therefore quite during cannot looking since don't set each however why says soon brought another does gave called believe without always ever every whom being under let while yet find through because also Jack many still those give told don’t put shall took saw such tell take found though where its nothing even went our just make upon too how after ( before your never much some must may like about made should now only can more then has an who their or did when what will were no my from there by are if so we all this _ they said she which but with at on be for as not you is that a to and . , in of }
70	   5.0	298	{ showed Miss lifted dropped leaving pushed learn declared thou it's mentioned goes speaking built generally explained offered except takes broke waited add discovered scarcely kissed intended consider presented sit drawn easily learned slowly understood pressed pointed isn’t remained decided further follow beyond getting remembered filled hath knowing observed believed write thank noticed that’s carry wrote struck holding seeing allowed save Sir appear paid wished covered gives shut trying finally waiting giving standing killed turning appears arrived sometimes note threw shown whatever suddenly considered I'm appeared please pay send loved makes none sitting neither spent nearly meant hardly thus raised became died drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready laid expected nor either written near lay making taking $ led probably fell show Pitch try till followed bring rather carried among placed John often ... above met within began saying kept lost whether added returned less received read ask having almost indeed stood until sat perhaps keep leave sent really both between held therefore quite during cannot looking since don't set each however why says soon brought another does gave called believe without always ever every whom being under something let while yet find through far because also Jack many still those give told these don’t put shall took saw such tell take found though where its nothing even went our just make upon too how after ( before your never much some must may like about made should now only can more then has an who their or did when what will were no my from there by are if so we all this _ they said she which but with at on be for as not you ” is that a to and . , in of }
71	5.1000	325	{ showed Miss lifted dropped leaving pushed changed picked learn declared thou it's mentioned goes speaking built generally explained offered except takes broke waited add discovered scarcely kissed intended consider presented sit drawn easily learned slowly understood pressed pointed isn’t remained decided further follow wouldn’t beyond getting remembered filled hath knowing observed believed write thank trust noticed that’s carry wrote struck holding seeing allowed save Sir appear paid wished covered gives shut pass trying finally waiting giving standing killed turning appears arrived sometimes note threw married shown whatever suddenly considered I'm appeared please pay send loved lived makes none sitting neither run spent pulled nearly meant hardly started thus raised became died drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready laid expected nor either written near lay making taking $ led probably fell show entered Pitch tried try till followed bring rather carried among placed John often ... above remember met within began saying kept lost whether added already returned less received read ask having almost indeed stood doubt until sat perhaps answered keep leave sent really both between used held therefore quite during cannot looking since don't set each seemed however why says soon brought another does gave called believe without always ever every whom being under sure something let while yet find through far because also Jack many still those give left told these don’t put shall took saw such tell take found though where its nothing even went our get just make upon too how after ( thought before your never — much some must may say any like about made should now only can more then has an who their or did when what will were no my from there do by are if so we all this _ they said she which but with at on have be for as not you ” is that a to and . , in of }
72	   5.2	351	{ showed Miss lifted dropped leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited add forgotten discovered scarcely kissed intended consider presented sit drawn easily learned slowly understood pressed pointed isn’t remained decided finished further follow wouldn’t allow beyond getting remembered filled hath knowing observed believed write thank bear trust noticed that’s talking carry wrote struck holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving standing killed turning appears arrived sometimes note threw married shown whatever suddenly considered I'm appeared please pay moved send loved lived makes none sitting neither run spent pulled nearly meant hardly started thus raised became died meet drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready live laid expected nor either written near lay making taking $ led probably fell show entered Pitch tried try till followed spoke bring rather carried among placed John call often ... above remember met within began saying suppose kept lost reached whether added already later returned less received read ask having almost passed indeed stood doubt until sat perhaps answered keep leave sent really both between used held therefore quite hear during cannot looking since don't feel set each seemed however why says soon brought another does gave called believe without once always ever every whom being under sure felt got something let while yet find through far because also Jack many heard still those give left told these don’t put shall took saw such knew tell take found though where its nothing even went our get just make upon too how after ( thought before your never — much some must may say any like about made should now only can see more then has an who their or did when what will were no my from there do by are if so we all this _ they said she which but with at on have be for had as not is that was a to and . , in of }
73	5.3000	363	{ showed Miss lifted dropped occurred leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited add forgotten discovered scarcely kissed intended consider presented sit drawn easily learned slowly understood pressed pointed isn’t remained decided finished further follow wouldn’t allow beyond getting remembered filled hath knowing observed believed write thank bear trust noticed that’s talking carry wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed turning appears arrived sometimes note threw married shown whatever suddenly considered I'm appeared please pay moved send loved comes lived makes none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became died meet drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready live laid expected nor either written near lay making taking $ led probably fell show entered Pitch tried try till followed spoke bring rather carried among placed John call often ... above remember met within began saying suppose kept certain lost reached whether added already later returned less received read ask having almost doing passed indeed stood doubt until sat perhaps answered keep leave sent really both between used held therefore quite hear during cannot looking since don't feel set each seemed however why says soon brought taken another does gave called believe without once always ever every whom being under sure felt got something turned let while yet find through far because also Jack many heard still those give left told these don’t put shall took saw such knew tell take found though where its nothing even went our get just make upon too how after ( thought before your never — much some must may say any like about made should now only can see more then has an who their or did when what will were no my from there do by are if so we would all this _ they said she which but with at on have be for had as not is it that was a to and . , in of }
74	   5.4	384	{ showed Miss lifted dropped occurred leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited add forgotten discovered scarcely kissed intended consider imagine presented sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t allow beyond getting remembered pleased filled hath knowing observed believed write thank bear worth walk trust noticed that’s talking carry wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed turning appears arrived sometimes note threw married shown surprised whatever suddenly considered I'm appeared please pay moved send loved comes lived makes none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became died meet drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready live laid expected nor closed either written near lay making taking $ led probably fell show entered Pitch tried try till followed spoke bring rather carried among placed John call often walked ... above remember met within began saying suppose kept certain lost reached whether added already later returned less received read ask having almost doing passed indeed stood hope doubt until sat perhaps answered keep speak leave sent really both between used held therefore quite hear Ross during cannot looking since don't feel set each seemed however why says known soon brought taken half another given does gave called believe without once always ever every whom being under sure felt got something turned let while yet find through far because also look Jack many heard still those give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went our get just make upon too how after ( thought before your never — much some must may say any like about made should very now only can see more then has an who their or did when what will were no my from there do by are if so we would one all this _ they said she which ; but with at on have be for had as not you is it that was a to and . , in of }
75	   5.5	388	{ showed Miss lifted dropped occurred leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited add forgotten discovered scarcely kissed intended consider imagine presented sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t allow beyond getting remembered pleased filled hath knowing observed believed write thank bear worth walk trust noticed that’s talking carry wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed turning appears arrived sometimes note threw married shown surprised whatever suddenly considered I'm appeared please pay moved send loved comes lived makes none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became won’t died meet drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready live laid expected nor closed either written near lay making taking $ led probably fell show entered Pitch tried try till followed spoke bring rather carried among placed John call often walked ... above remember met within began saying suppose kept certain necessary lost reached whether added already later returned less received read ask having almost doing passed indeed stood hope doubt until sat perhaps answered keep speak leave sent really both between used held therefore quite hear Ross during cannot looking since don't feel set each seemed however why says known soon need brought taken half another given does gave called believe without once always ever every whom being under sure felt got something turned let while yet find through far because also look Jack many heard still those give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went our get just make upon too how after ( thought before your well never — much some must may say any like about made should very now only can see more then has an who their or did when what will were no my from there do by are if so we would one all this _ they said she which ; but with at on have be for had as not you ” is it that a to . ###LEFT-WALL### , in of }
76	5.6000	399	{ showed Miss lifted dropped occurred leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited add forgotten discovered scarcely kissed intended consider imagine presented sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t G allow beyond getting remembered hurt pleased filled hath knowing observed believed write thank bear worth walk trust noticed that’s talking carry wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed turning appears arrived sometimes note threw married shown surprised whatever suddenly considered I'm appeared please pay moved send loved comes lived makes none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became won’t died meet drew thinking although especially feeling whose cut ran certainly caught knows become it’s Mrs everything continued ready live laid expected nor closed either written near lay making taking $ led probably fell show entered Pitch tried try till followed can’t spoke bring rather carried among placed John call often walked ... above remember met within began saying suppose kept seem certain necessary lost reached whether added already later returned less received read ask having almost doing passed indeed stood hope doubt until sat perhaps answered keep speak leave sent really both between used held therefore quite hear Ross during cannot looking since don't feel set cried each seemed however replied why says known soon need brought taken half another given does gave called believe without once always ever every whom being under sure felt got something turned let while yet find through far because also look Jack many heard still those going give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went might our get just make upon too how after ( thought before your well never — much some must may say any like about made should very now only can see more then has an who their or did when what will could were no my from there do by are if so we would one all this _ they said she which but with at on have be for had as not you his ” is it that was he a to and the , in of }
77	   5.7	417	{ showed Miss lifted dropped occurred leaving pushed changed picked learn declared thou quickly it's mentioned goes speaking built generally explained offered except takes broke waited dare add forgotten discovered scarcely kissed intended consider imagine presented sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t reply G allow beyond getting remembered hurt pleased filled hath looks knowing observed believed write thank bear worth walk trust noticed that’s talking carry wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed turning pretty appears arrived sometimes note threw married shown surprised whatever suddenly considered I'm appeared wait please pay moved send loved comes lived makes stop none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became won’t died meet drew thinking although especially feeling whose cut ran certainly caught knows become supposed it’s Mrs afraid everything continued ready live laid expected nor closed either written near lay making fear taking $ led probably fell show Jim entered Pitch tried try till followed can’t spoke bring rather carried among placed John coming call often walked ... above remember met within began saying suppose kept seem certain necessary lost reached whether ought added already later returned less received read ask having … almost doing passed indeed stood hope doubt until sat perhaps answered keep speak leave sent really both between used held seems therefore quite hear Ross during cannot looking since don't others feel set cried each seemed however replied why says known soon need brought taken half another given does gave called believe without better once always ever every whom being under sure felt got something turned let while yet find through far because also look Jack many heard still those going give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went might our get just make upon too how came after ( thought before your well never come — much some must may say any like about made should very now only can see more then has an who their or did when what will could were no my from there do by are if so we would one all this _ they said she which but with at on have be for had as not you his ” is it that was he a to and the , in of }
78	5.8000	440	{ showed Miss promise lifted dropped occurred leaving pushed changed picked learn declared thou quickly muttered it's mentioned goes speaking built generally explained offered except takes broke waited dare add forgotten discovered scarcely kissed intended consider imagine presented move sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t reply G allow beyond getting remembered example hurt pleased filled hath looks knowing observed believed write thank bear worth walk trust noticed that’s talking carry expect wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed – guess turning pretty appears arrived sometimes note threw wonder married shown surprised whatever suddenly considered I'm appeared wait please pay stay moved send loved comes lived makes stop none sitting neither run spent pulled nearly stopped stand meant hardly started thus raised became won’t died meet drew thinking although especially feeling whose cut ran certainly caught knows become supposed it’s Mrs afraid everything continued ready live laid expected nor closed either written easy near lay making fear taking $ led probably fell show Jim entered Pitch tried try till followed can’t spoke bring rather carried talk among placed John coming call often walked ... above remember met within began impossible saying suppose along kept seem certain necessary lost reached whether ought added already later returned happened less received read ask having … almost doing passed possible indeed stood hope doubt until sat perhaps answered keep speak wish dear leave sent really both between understand used held seems therefore quite hear Ross during cannot looking since don't others mean feel set cried each seemed however replied why says known soon need brought taken half another given does gave called believe without better once always ever every whom being under sure felt got something turned let while yet find through far because also look Jack many heard still those going give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went might here our get just make upon too how came after ( thought before your well never come — much some must may say than any like about think made should very now only can see more then has an who their or did when what will could were no my been from there do by are if so we would one all this _ they said she which ; but with at on have be for had as not you ” is it that was a to and . the , in of }
79	   5.9	458	{ showed Miss promise lifted dropped glance occurred leaving escape pushed changed picked learn declared thou quickly muttered it's mentioned goes speaking built generally explained offered except takes broke waited dare add forgotten discovered scarcely kill kissed intended consider imagine presented move sit drawn easily learned slowly understood pressed pointed isn’t spoken remained decided finished further follow wouldn’t reply G allow beyond getting remembered example hurt pleased filled hath looks knowing observed believed write thank bear worth walk trust noticed that’s talking carry expect wrote struck born holding seeing allowed needed save whispered Sir appear paid wished covered gives shut pass trying finally waiting forget giving watched standing killed – guess turning pretty appears arrived sometimes note threw wonder married shown surprised whatever suddenly considered I'm appeared wait please pay stay moved send loved comes lived makes stop none sitting neither run spent pulled nearly stopped stand meant free hardly started thus raised became won’t died meet drew thinking although especially feeling whose cut ran certainly caught change knows become supposed it’s Mrs afraid everything continued ready live laid expected nor closed either written easy near lay making fear taking $ led probably fell show Jim entered Pitch tried try till followed can’t spoke bring rather carried talk among placed John coming call often walked turn ... above remember met within began impossible saying suppose along alone kept seem certain necessary lost reached whether ought added already later returned happened return less received read ask having … almost doing passed possible indeed stood hope doubt until sat perhaps answered keep speak wish dear leave sent really both between understand used held seems therefore quite hear Ross during cannot around looking since don't others mean feel set cried each seemed however replied why enough says known soon need brought anything taken half another given does gave called believe without love better once always ever every whom Mr being under sure felt got something turned let while yet find through far because also look Jack many heard still those going give seen left told these don’t put shall took done saw such knew tell take found though where its nothing even went might here our get just make upon too how looked came after ( thought before your well never come — much some must may say than any like about think made should very now only can see more then has an who their or did know when what will could were no my been - from there do by are if so we would one all this _ they said she which her ; but with at on have be for had as not you his ” is it that was a to and . the , in of }
