#
# Initial 2-clique: she <<>> he
#
# Tightness =    0.7
# This is using common-MI to determine in-group membership.
#
# idx	epsilon	size	min-index	max-index	words
37	   3.7	30	1	349	{ therefore yet though even how after then who when there by if so we they which with for as not his it that in I a to the she he }
38	3.8000	33	1	349	{ therefore yet though where even how after then who when there by if so we all they which with for as not his it that in I a to and the she he }
39	3.9000	33	1	349	{ therefore yet though where even after then who when no there by if so we all they which with for as not his it that in I a to and the she he }
40	   4.0	36	1	349	{ therefore while yet also though where even after then who when no there by if so we all they which with at for as not his it that in I a to and the she he }
41	4.1000	37	1	349	{ therefore without while yet though where even after then who when no there by if so we all they which but with at for as not is it that in I a to and the she he }
42	   4.2	39	1	349	{ therefore while yet also though where even after then who when what no there by if so we all they which with at for as not you his is it that in I a to and the she he }
43	   4.3	40	1	349	{ therefore while yet though where even how after then who when what no there by if so we all they said which with at for as not you his is it that in I a to and the she he }
44	   4.4	43	1	383	{ perhaps therefore without while yet though where even how after then who when what no there by if so we all they said which with at for as not you his is it that was in I a to and the she he }
45	   4.5	46	1	687	{ especially having perhaps therefore without while yet also though even how after then who when what no there by if so we all _ they said which with at for as not you his is it that was in I a to and the she he }
46	4.6000	50	1	715	{ thus especially whose having perhaps therefore without while yet also though where even how after then who when what no from there by if so we all _ they said which with at for as not you his is it that was in I a to and the she he }
47	   4.7	51	1	830	{ sometimes thus especially whose having perhaps therefore without yet also though where even how after only then who when what no there by are if so we all they said which with at for had as not you his is it that was in I a to and the she he }
48	4.8000	56	1	830	{ sometimes thus especially whose having perhaps therefore without while yet because also though where even how after only then who when what no from there by are if so we all they said which but with at on for had as not you his is it that was in I a to and the she he }
49	   4.9	57	1	830	{ sometimes thus especially whose having perhaps therefore without while yet because also though where even how after now only then who when what no from there by are if so we all they said which but with at on for had as not you his is it that was in I a to and the she he }
50	   5.0	58	1	830	{ sometimes thus especially whose having perhaps therefore without let while yet because also though where even how after now only then who when what no from there by are if so we all they said which but with at on for had as not you his is it that was in I a to and the she he }
51	5.1000	63	0	876	{ finally sometimes thus although especially whose having indeed perhaps therefore without let while yet because also though where even how after now only then who when what no from there by are if so we all _ they said which but with at on for had as not you his is it that was in I a to and the , she he }
52	   5.2	63	0	830	{ sometimes thus especially whose having perhaps therefore without let while yet because also though where even just how after now only then who when what no from there by are if so we one all _ they said which but with at on for had as not you his “ is it that was in I a to and the , she he }
53	5.3000	64	0	715	{ thus especially whose having perhaps therefore without let while yet because also still though where even just how after like now only then who when what no from there by are if so we one all _ they said which but with at on for had as not you his “ is it that was in I a to and the , she he }
54	   5.4	67	0	830	{ sometimes thus although especially having perhaps therefore without let while yet because also still though where even just how after like now only then who when what no from there by are if so we one all this _ they said which but with at on have for had as not you his “ is it that was in I a to and the , she he }
55	   5.5	69	0	830	{ sometimes thus although especially having perhaps therefore without let while yet also still though where even just how after never like made now only then who when what will no from there by are if so we one all this _ they said which but with at on have for had as not you his “ is it that was in I a to and the , she he }
56	5.6000	73	0	830	{ sometimes thus especially whose having perhaps therefore without let while yet because also still such though where even just how after like made now only then who when what will were no my from there by are if so we one all this _ they said which but with at on have for had as not you his ” “ is it that was in I a to and the , she he }
57	   5.7	76	0	830	{ sometimes thus although especially whose having indeed perhaps therefore without let while yet because also still such though where even just how after never like made now only then who when what will were no my from there by are if so we one all this _ they said which but with at on have for had as not you his ” “ is it that was in I a to and the , she he }
58	5.8000	80	0	876	{ finally sometimes thus although especially whose having perhaps therefore without being let while yet because also still put such though where even just how after never like made now only then has who when what will were no my from there by are if so we would one all this _ they said which but with at on have for had as not you his ” “ is it that was in I a to and the , she he }
59	   5.9	84	0	876	{ finally sometimes thus especially whose having perhaps therefore without being let while yet because also still put such found though where even just how after never like made now only then has who did when what will were no my from there do by are if so we would one all this _ they said which but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
60	   6.0	90	0	876	{ finally sometimes thus especially whose having indeed perhaps therefore without being let while yet because also Jack still put took found though where nothing even just too how after before never like made now only then has who did when what will were no my from there do by are if so we would one all this _ they said which her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
61	6.1000	95	0	876	{ finally sometimes thus although especially whose probably having almost indeed perhaps therefore without being let while yet because also Jack still put took such found though where nothing even just too how after before never may like made now only then has who did when what will were no my from there do by are if so we would one all this _ they said which her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
62	   6.2	99	0	876	{ finally sometimes thus although especially whose taking probably having indeed perhaps therefore since says without being let while yet because also Jack still put took such found though where nothing even went just too how after before never may like made now only can then has who did when what will were no my from there do by are if so we would one all this _ they said which her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
63	6.3000	106	0	914	{ seeing finally sometimes neither thus although especially whose it’s taking probably having almost indeed perhaps therefore looking since says without always being let while yet because also Jack still put took such found though where nothing even went just too how after before never some may like made now only can then has who did when what will were no my from there do by are if so we would one all this _ they said which her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
64	   6.4	109	0	914	{ seeing finally sometimes neither thus although especially whose it’s taking probably having almost indeed perhaps therefore looking since says without always being let while yet because also Jack still put took such found though where nothing even went just too how after before never some may like made now only can then has an who or did when what will were no my from there do by are if so we would one me all this _ they said which her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
65	   6.5	118	0	914	{ seeing finally sometimes neither thus although especially whose it’s taking probably having almost indeed perhaps therefore looking since why says gave called without always every being let while yet because also Jack still left put took such found though where nothing even went here just too how after thought before never some may say like made now only can then has an who or did when what will were no my from there do by are if so we would one me all this _ they said which him her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
66	6.6000	122	0	914	{ seeing finally sometimes neither thus although especially whose it’s taking probably having almost indeed perhaps therefore looking since why says gave called without always being let while yet because also Jack still left told put took such found though where nothing even went here just too how after thought before never much some may say like about made now only can see more then has an who or did when what will were no my from there do by are if so we would one me all this _ they said which him her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
67	   6.7	127	0	914	{ seeing finally sometimes neither thus although especially whose it’s continued taking probably having almost indeed perhaps therefore looking since why says gave called without always being let while yet because also Jack still left told don’t put shall took such found though where nothing even went here just too how after thought before never much some must may say like about made should now only can see more then has an who or did when what will were no my from there do by are if so we would one me all this _ they said which him her but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
68	6.8000	132	0	876	{ finally sometimes thus died although especially whose continued taking probably began having indeed perhaps therefore cannot since set why says gave called without always being let while yet because also Jack still left told don’t put shall took saw such knew take found though where nothing even went here just too how after thought before never much some must may say like about made should now only can see more then has who or did know when what will were no them my from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
69	   6.9	140	0	876	{ finally sometimes thus died although especially whose certainly continued taking probably often began whether having indeed perhaps sent therefore cannot looking since set why says gave called without always being let while yet because also Jack still left told don’t put shall took saw such knew take found though where nothing even went here just make too how after thought before never much some must may say like about made should now only can see more then has an who their or did know when what will were no them my from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
70	   7.0	146	0	876	{ finally sometimes suddenly thus died although especially whose certainly continued taking probably often began whether having indeed perhaps answered sent therefore cannot since set why says soon gave called without always being something let while yet because also Jack still give left told don’t put shall took saw such knew take found though where nothing even went here just make too how came after thought before well never much some must may say like about made should now only can see more then has an who their or did know when what will were no them my from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
71	7.1000	156	0	876	{ finally sometimes threw thus became died although especially whose certainly continued taking probably followed rather often began kept whether having almost indeed perhaps answered sent really therefore cannot looking since set why says soon gave called without always being something let while yet because also Jack still give left told don’t put shall took saw such knew tell take found though where nothing even went here just make too how came after thought before well never much some must may say like about think made should now only can see more then has an who their or did know when what will could were no them my from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
72	   7.2	164	0	876	{ finally sometimes threw suddenly thus became died although especially whose certainly continued taking probably followed rather placed often began whether read having almost indeed perhaps answered sent really therefore cannot looking since set why says soon gave called believe without once always whom being felt something let while yet because also Jack still give left told don’t put shall took saw such knew tell take found though where nothing even went here just make too how came after am thought before well never much some must may say like about think made should now only can see more then has an who their or did know up when what will could were no them my from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of the , she he }
73	7.3000	170	0	876	{ finally sometimes threw thus died especially whose continued probably followed placed often began kept lost returned read having almost indeed perhaps answered sent really therefore cannot set why says soon brought gave called believe without once always ever whom being sure felt something turned let while yet because also Jack heard still give left told don’t put shall took done saw such knew tell take found though where nothing even went here just make too how came after am thought before well never come us much some must may say like about think made should now only can see more then has an who their or did know up when out what will could were time no them my been from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of ###LEFT-WALL### the , she he }
74	   7.4	181	0	876	{ finally sometimes threw suddenly thus became died although especially whose continued taking probably followed placed often began kept lost returned read having almost indeed stood sat perhaps answered sent really both therefore cannot looking since set why says soon brought another gave called believe without once always ever whom being sure felt something turned let while yet because also Jack heard still give left told don’t put shall took done saw such knew tell take found though where nothing even went here just make too how came after am thought before your well never come us much some may say any like about think made should now only can see more then has an who their or did know up when out what will could were time no them my been from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of ###LEFT-WALL### the , she he }
75	   7.5	189	0	939	{ wrote finally sometimes threw thus died although especially whose continued taking probably followed placed often remember began suppose kept lost returned read ask having almost indeed stood hope sat perhaps answered sent really both held therefore cannot looking set why says soon brought another gave called believe without love once always ever whom being sure felt something turned let while yet because also look Jack heard still give left told don’t put shall took done saw again such knew tell take found though where nothing even went here get just make too how came after am thought before your well never come us much some go may say any like about think made should now only can see more then has an who their or did know up when out what will could were time no them my been from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of ###LEFT-WALL### the , she he }
76	7.6000	200	0	939	{ wrote finally sometimes threw suddenly started thus died thinking although especially whose continued taking probably Pitch followed placed often remember began suppose kept lost returned read ask having almost indeed stood hope sat perhaps answered sent really both held therefore cannot looking since set however why says soon brought another gave called believe without love once always ever whom being sure felt got something turned let while yet find because also look Jack heard still give left told don’t put shall took done saw again such knew tell take found though where nothing even went here get just make too how came after am thought before your well never come us much some go may say any like about think made should now only can see more then : has an who their or did ! ’ know up when out what will could were time no them my been from there do by are if so we would one me all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of ###LEFT-WALL### the , she he }
77	   7.7	203	0	939	{ wrote sometimes started died thinking especially whose everything continued Pitch followed placed often remember began suppose kept lost returned read ask having almost indeed stood hope sat perhaps answered leave sent really both understand held therefore hear cannot looking since set however why says soon brought another gave called believe without love once always ever whom being sure felt got something turned let while yet find because also look Jack heard still give seen left told don’t put shall took done saw again such knew tell take found though where nothing even went here get just make too how came after am thought before your well never come — us much ) some go must may say any like about think made should now only can see more then : has an who their or did ! ’ know up when out what will could were time no them my been from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
78	7.8000	215	0	939	{ wrote sometimes started died thinking especially everything continued lay Pitch tried followed rather placed often remember met began suppose kept lost added already returned received read ask almost indeed stood hope doubt sat perhaps answered leave sent really both understand used held therefore hear cannot looking since mean set however why says soon brought anything another gave called believe without love once always ever whom being sure felt got something turned let while yet find because also look Jack heard still give seen left told don’t put shall God took done saw again such knew tell take found though where nothing even went here get just make too how came after asked am thought before your well never come — us much ) some go must may say any like about think made should now only can see more then man : has an who their or did ! ’ know up when out what will could were time no them my been from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
79	   7.9	226	0	939	{ wrote sometimes married suddenly considered started died thinking especially everything continued lay Pitch tried try followed rather placed John often remember met began suppose kept lost added already returned received read ask almost indeed stood hope doubt sat perhaps answered leave sent really both understand used held therefore hear cannot looking since others mean set however why says soon need brought anything another gave called believe without love better once always ever whom being sure felt got something turned let while yet find because also look Jack heard still give seen left told don’t put shall God took done himself saw again such knew tell take found though where nothing even went here get just make too how came after asked am thought before your well never come — us much ) some go must may down say any like about think made should now only can see more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
80	   8.0	240	0	973	{ observed wrote guess married considered please loved lived started died thinking especially cut ran everything continued Pitch tried try followed can’t rather carried placed John often remember met suppose kept lost added already returned received read answer ask almost indeed stood hope doubt sat perhaps answered speak gone leave sent really both understand used held therefore hear Ross cannot since others mean set however why says known soon need brought anything another gave called believe without love better once always ever whom being sure felt got something turned let off while yet find because also look Jack heard still give seen left told don’t put shall God took done himself saw again such knew tell take found though where right place nothing even went here get just make too how came after asked am thought before your well never come — us much ) good some go must may down say than any like about think made should now only can see more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
81	   8.1	251	0	1170	{ changed observed wrote guess married considered please loved lived started died thinking especially cut everything continued ready Pitch tried try followed can’t rather placed John often remember met saying suppose kept lost added already returned received read answer ask almost indeed stood hope doubt sat perhaps answered speak gone wish leave sent myself really both understand used held therefore hear Ross cannot since others mean set however true why enough says known soon need brought anything another gave called believe without love better once always ever whom being sure felt got something turned let off while yet find because also look Jack many thing heard course still give seen left told don’t put God took done himself saw again such knew tell take ' found though where right place nothing even went here get just make too how came after asked long little am thought before your well never come — us much ) good some go must may down say than any like about think made should way now only can see more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
82	8.2000	268	0	1170	{ changed observed wrote guess married considered please loved lived started died thinking especially cut knows everything continued ready expected yes Pitch tried try followed can’t rather carried placed John often remember met saying suppose alone kept lost added already returned happened received read answer ask almost doing passed possible indeed stood hope doubt sat perhaps answered speak gone wish leave sent myself really both understand used held therefore hear Ross cannot around since others mean set however true why enough says known soon need brought anything taken another gave called believe without love better once always ever whom things being sure felt got something turned let off while yet find because also look Jack many thing heard course still give seen left told don’t put want away God took done himself saw again such knew tell take ' found though where right place nothing even went here get just make too how came after asked long little am thought before your well never come — us much ) good some go must may down say than any like about think made back should way very now only can see other more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
83	   8.3	287	0	1170	{ changed discovered observed believed write wrote guess married suddenly considered please loved lived started won’t died thinking especially cut ran caught knows everything continued ready either written lay yes fell Pitch tried try followed can’t rather carried placed John coming often remember met saying suppose alone kept lost added already returned happened received read answer ask almost doing passed possible indeed stood hope doubt sat perhaps answered speak gone wish leave sent myself really both understand used held therefore hear Ross cannot around looking help since others mean set however true why enough says known soon need brought anything taken another given gave called believe without love better once always ever whom things being sure felt got something turned let off while yet find far because also look Jack many thing heard course still give seen left told these don’t put want away shall God took done himself saw again such knew tell take ' found though where right place nothing even went here get just make too how came after asked long little over am thought before your well never come — us much ) good some go must may down say than any like about think day made back should way very now only can see other more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
84	   8.4	299	0	1170	{ changed mentioned forgotten discovered observed believed write wrote guess married suddenly considered please loved lived stopped started won’t died thinking especially cut caught knows everything continued ready live expected either written yes fear fell Pitch tried try followed can’t rather carried placed John coming remember met impossible saying suppose alone kept lost herself added already returned happened received read answer ask almost doing opened passed possible indeed stood hope doubt sat perhaps answered speak gone wish dear leave sent myself really both understand used held therefore hear Ross cannot around looking help since others mean set however true why enough says known soon need brought anything taken another given gave called believe without love better once always ever whom things fact being sure felt got something turned let off while yet find through far because also look Jack many thing heard course still give seen work left told these don’t put want away God took done himself saw again such knew tell take ' found though where right place nothing even went here get just make too how came after asked long little over am thought before your well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
85	   8.5	317	0	1170	{ changed mentioned forgotten discovered hurt pleased observed believed write wrote killed guess wonder married surprised suddenly considered please loved lived stopped started won’t died thinking especially cut ran caught knows everything continued ready live expected closed either written yes fear fell entered Pitch tried try followed can’t rather carried talk placed John coming remember met impossible saying together suppose alone kept lost herself added already returned happened return else received read answer ask almost doing opened passed possible indeed stood hope doubt sat perhaps answered speak gone wish dear leave sent myself really both understand used held therefore hear Ross cannot around looking help since others mean set use however true why enough says known soon need brought anything taken another given called believe without love better once always ever whom things fact being sure felt got something turned let off while yet find through far because also look Jack many thing heard course still give seen work left told these night don’t put want away God took done himself saw again such years knew tell take ' found though where right moment place nothing even went here get just make life too how came after asked long little over am thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
86	   8.6	333	0	1170	{ changed mentioned forgotten discovered understood hurt pleased observed believed write wrote shut killed guess wonder married surprised suddenly considered wait please loved lived stop run stopped started won’t died thinking especially cut ran caught knows everything continued ready live expected closed either written yes fear fell entered Pitch tried try followed can’t rather carried talk placed John coming remember met impossible saying together suppose alone kept lost herself added already later returned happened return less else received read answer ask almost doing opened passed possible indeed stood hope doubt sat perhaps answered speak gone wish dear leave sent myself really both understand used held therefore hear Ross cannot around looking help since others mean set use each however true why enough says known soon need brought anything taken another given gave called believe without love better once always ever whom things fact being sure felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work left told these night don’t put want away God took done himself saw again such years men knew tell take ' found though where last right moment place nothing even went here get just make life upon too how looked came after asked long little over am thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
87	8.7000	348	0	1170	{ changed mentioned forgotten discovered understood hurt pleased observed write wrote shut killed guess wonder married surprised suddenly considered wait please loved comes lived stop run stopped started won’t died thinking especially feeling cut ran caught knows happy everything continued ready live expected closed either written easy near yes fear fell entered Pitch tried try followed can’t spoke rather carried talk placed John coming call turn remember met impossible saying together suppose alone kept lost herself added already later returned happened return less else received read answer ask … almost doing opened passed possible indeed stood hope doubt sat perhaps answered speak gone wish dear care leave sent myself really both understand used held therefore hear Ross cannot around looking help since point others mean set use reason each however true why home enough says known soon need brought anything taken another given called believe without love better once always ever whom things fact being sure felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work left told these night don’t put want away face God took done himself saw again such years men knew tell take ' found though where last right moment place nothing even went here get just make life upon too how looked room came after eyes asked long little over am No thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
88	   8.8	365	0	1170	{ changed learn mentioned forgotten discovered understood hurt pleased observed believed write walk die trust wrote shut killed guess arrived wonder married surprised suddenly considered wait please loved comes lived stop run stopped free started won’t died sleep thinking especially feeling cut ran caught knows happy everything continued ready live expected closed either written easy near yes fear led fell entered Pitch tried try followed can’t spoke rather carried talk placed John coming call turn above remember met impossible saying together suppose alone lost herself added already later returned happened return less else received read answer ask … almost question doing opened passed possible indeed stood hope letter doubt sat perhaps answered speak gone wish dear care leave sent myself really both understand used held therefore next hear Ross light cannot around looking help since point others mean set use reason each word however woman true why home enough says known soon need brought anything taken half another given gave called believe without love better once always ever whom things fact being sure felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work left told these night don’t put want away face God took done himself saw again such years men knew tell take ' found though where last right moment place nothing even went here get just make life upon too how looked room came after eyes asked long little over am No thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
89	   8.9	380	0	1170	{ changed learn mentioned forgotten discovered understood hurt pleased observed write walk die trust wrote shut pass killed guess wonder married surprised suddenly considered wait please moved loved comes lived stop run stopped free started raised won’t died meet sleep thinking especially feeling cut ran caught knows happy everything continued ready live expected wrong closed either written easy near yes fear taking led fell entered Pitch tried try followed can’t spoke rather carried talk placed John coming call turn above remember met impossible saying together suppose alone order lost truth herself added already later returned happened return less else received read answer ask times … almost question doing opened passed possible indeed stood hope letter doubt sat perhaps answered speak gone wish dear care leave open sent myself really both understand used held therefore next hear Ross light cannot around looking help since words point others mean set use reason each word however woman true why home enough says known soon need brought anything taken half voice best another given does gave called believe without love better once always ever whom things fact being under sure three felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work left told these night don’t put want away face God took done himself saw again such years men knew tell take ' found though where last right moment place nothing even went here our get just make life upon too how looked room came after eyes asked long little over am No thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
90	   9.0	409	0	1194	{ promise changed learn mentioned forgotten mine understood fight reply hurt pleased silent observed write walk die trust born shut pass killed guess tears wonder married rose yourself surprised suddenly considered wait please pay stay loved comes lived stop run trouble stopped free silence started won’t died meet sleep thinking feeling cut caught knows happy everything continued ready live expected wrong closed either written easy near yes clear fear fell entered Pitch tried bad try followed can’t spoke rather carried talk placed John coming call glad turn above remember met minutes impossible themselves saying together suppose alone friends order necessary lost truth child herself added already later returned happened return less else idea received read answer money ask times … almost question doing opened close passed possible indeed stood hope letter doubt girl sat death perhaps answered speak gone wish boy dear care leave open sent myself really both understand used held therefore next hear Ross light cannot mother around looking help since words point others mean feel set use reason each word however woman true why home enough least says known soon need brought anything taken half voice best another given does name gave called father days believe without love better case once always ever whom things fact being under sure three felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work people left told these night don’t put want away face end God took done himself saw again such years men knew tell take ' found though where last right moment place nothing even went here our get just make life upon too how looked room came after eyes asked long little over am head No thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
91	   9.1	434	0	1194	{ promise changed learn mentioned speaking add forgotten discovered mine slowly understood fight spoken finished follow reply hurt pleased silent observed write walk die trust born shut pass killed guess arrived tears wonder married rose surprised suddenly considered appeared wait please pay stay moved loved comes lived stop run trouble stopped stand free silence started itself raised won’t died meet sleep thinking feeling cut ran caught change knows happy everything continued ready live expected wrong closed either written easy near yes clear making fear taking led fell entered Pitch tried bad try according followed can’t spoke rather carried talk placed John coming call glad turn above remember met minutes impossible themselves saying England together suppose dead alone friends order necessary lost truth child herself son added already later returned happened return less else idea received read answer money ask times … almost question doing opened close passed possible indeed stood hope letter doubt girl sat death perhaps answered speak gone wish boy dear care leave open sent myself really both understand used held therefore next hear Ross light cannot mother around looking help since words point others mean feel set use cried reason each word however woman true why home enough least says known soon need brought anything taken half voice best another given does name gave called father days believe without love better case once always ever whom things fact being under sure three felt got something turned mind let off while yet find through far because also look Jack many thing heard course still those going give seen work people left told these night don’t put want away face door end shall God took done himself saw again such years men knew tell take ' found though where its last right moment place nothing even went here our get just make life upon too how looked room came after eyes asked long little over am head No thought before your two well never come — us much ) good some go hand must may down say than any first like about think day made back should way very now only can see other more then man : has an who their But or did ! ’ know up when out what will could were time no them my been - from there do by are if so ‘ we would one me ? all this _ they said which " him her ; but with at on have be for had as not you his ” “ is it that was in I a to and of . ###LEFT-WALL### the , she he }
